배수,총배팅,1게임배수,2게임배수,3게임배수,4게임배수,5게임배수,6게임배수,7게임배수,8게임배수,9게임배수,10게임배수,100게임이득,50게임이득,10게임이득,5게임이득,3게임이득
2.47,60614,2.88,4.45,6.49,7.8100000000000005,9.99,11.46,12.93,17.02,18.08,23.099999999999998,564518,915835,-83752,-74359,-24456
2.67,90140,2.47,5.35,6.92,8.96,10.280000000000001,12.46,13.930000000000001,15.4,19.49,20.549999999999997,591822,926847,-163625,-94869,-45911
2.8,54308,4.74,6.25,8.92,11.39,14.27,15.84,17.880000000000003,19.200000000000003,21.380000000000003,22.85,857439,107430,-16927,90439,110758
1.37,31923,2.8,7.54,9.05,11.719999999999999,14.190000000000001,17.07,18.64,20.680000000000003,22.000000000000004,24.180000000000003,775588,136326,17025,91384,164404
3.95,81044,1.36,2.7300000000000004,5.53,10.27,11.780000000000001,14.45,16.92,19.8,21.37,23.410000000000004,836692,62727,36699,134175,-23158
1.65,48091,3.95,5.3100000000000005,6.680000000000001,9.48,14.219999999999999,15.73,18.4,20.87,23.75,25.32,852723,91152,95753,303491,23835
4.79,46938,1.65,5.6,6.960000000000001,8.33,11.13,15.87,17.38,20.049999999999997,22.52,25.4,875648,54804,100395,9956,32862
2.07,42958,4.79,6.4399999999999995,10.39,11.75,13.120000000000001,15.920000000000002,20.66,22.169999999999998,24.839999999999996,27.31,860787,84020,113377,21993,52222
1.62,45646,2.07,6.859999999999999,8.51,12.46,13.82,15.190000000000001,17.990000000000002,22.73,24.24,26.909999999999997,855273,66449,127200,39348,-14464
1.44,76995,2.06,3.49,5.109999999999999,7.18,11.97,13.62,17.57,18.93,20.3,23.1,484340,-287226,-349397,-359353,-365839
1.5,34343,3.26,4.699999999999999,6.76,8.19,9.809999999999999,11.879999999999999,16.67,18.32,22.270000000000003,23.630000000000003,882234,165910,84850,45502,322207
29.46,35686,1.0,4.37,6.77,9.39,10.969999999999999,12.080000000000002,13.580000000000002,15.080000000000002,18.34,19.779999999999998,621710,-150919,114808,-92800,-71944
1.67,50101,1.59,31.05,32.050000000000004,35.42,37.82000000000001,40.440000000000005,42.02,43.13000000000001,44.63000000000001,46.13000000000001,674393,-219962,-316185,-91596,-143557
1.36,45684,1.67,3.26,32.72,33.720000000000006,37.09,39.49000000000001,42.11000000000001,43.690000000000005,44.80000000000001,46.30000000000001,724867,-248366,-322536,-137352,-50892
5.37,34987,1.36,3.0300000000000002,4.62,34.08,35.080000000000005,38.45,40.85000000000001,43.470000000000006,45.050000000000004,46.16000000000001,569753,-269258,-305892,-213089,-153864
10.58,50165,5.37,6.73,8.4,9.99,39.449999999999996,40.45,43.82,46.220000000000006,48.84,50.42,630726,-183045,-143258,-50458,-30806
4.47,37447,10.58,15.95,17.310000000000002,18.98,20.57,50.029999999999994,51.03,54.4,56.800000000000004,59.42,753063,-78450,86107,-57103,58469
5.2,43377,4.47,15.05,20.419999999999998,21.78,23.45,25.04,54.49999999999999,55.5,58.87,61.27,712212,-22956,-43754,47842,117374
14.22,41227,5.2,9.67,20.25,25.619999999999997,26.98,28.65,30.24,59.699999999999996,60.7,64.07,632437,6397,-48369,88983,88549
2.98,46638,14.22,19.42,23.89,34.47,39.839999999999996,41.2,42.87,44.46,73.92,74.92,615309,-59862,-50731,162358,65597
2,41792,2.98,17.2,22.400000000000002,26.87,37.449999999999996,42.81999999999999,44.18,45.849999999999994,47.44,76.9,710212,-3740,96005,146463,67815
3.02,39204,2.0,4.98,19.2,24.400000000000002,28.87,39.449999999999996,44.81999999999999,46.18,47.849999999999994,49.44,919979,-66695,13255,70358,39844
2.27,32429,1.31,2.9699999999999998,5.99,7.99,10.97,25.189999999999998,30.39,34.86,45.44,50.809999999999995,921776,-169117,107223,-55135,-59896
10.59,70214,33.75,36.02,37.33,38.99,42.01,44.01,46.99,61.209999999999994,66.41,70.88,811669,-92964,133487,63129,101798
37.89,56407,7.72,9.1,19.689999999999998,53.440000000000005,55.71,57.02,58.68,61.699999999999996,63.699999999999996,66.68,755685,-53856,132496,187631,64606
5.07,53750,37.89,45.61,46.99,57.58,91.33000000000001,93.6,94.91,96.57,99.59,101.59,561253,-2176,153335,245194,59358
1.97,47930,2.14,6.1,11.170000000000002,49.06,56.78,58.160000000000004,68.75,102.5,104.76999999999998,106.07999999999998,855044,307499,442965,313935,232891
14.53,37944,1.57,29.22,35.23,37.1,39.07,41.21,45.17,50.24,88.13,95.85,909173,-20721,-111761,-425696,-413005
1.84,61154,14.53,16.099999999999998,43.75,49.76,51.63,53.6,55.74,59.7,64.77,102.66,880935,125977,-117689,-373115,-426540
1.24,50507,1.84,16.37,17.939999999999998,45.59,51.6,53.470000000000006,55.440000000000005,57.580000000000005,61.540000000000006,66.61,-47114,-154544,-169295,-389495,-543590
1.09,39986,1.17,2.41,4.25,18.78,20.349999999999994,48.00000000000001,54.010000000000005,55.88000000000001,57.85000000000001,59.99000000000001,-269530,-357619,-490691,-769571,-233917
46.4,58001,3.97,5.0600000000000005,6.23,7.470000000000001,9.31,23.84,25.409999999999993,53.06000000000001,59.07000000000001,60.94000000000001,-178896,-270048,-465649,-92534,-36657
1.9,41315,46.4,50.37,51.46,52.629999999999995,53.87,55.71,70.24,71.80999999999999,99.46000000000001,105.47,-106144,-160948,-385943,3552,229533
2.19,29917,1.9,48.3,52.269999999999996,53.36,54.529999999999994,55.769999999999996,57.61,72.14,73.71,101.36000000000001,-128818,-212838,-463706,18711,236038
1.09,35538,2.19,4.09,50.489999999999995,54.459999999999994,55.55,56.71999999999999,57.959999999999994,59.8,74.33,75.89999999999999,-135570,-202019,-574623,194948,53565
1.37,56531,1.09,3.2800000000000002,5.18,51.58,55.55,56.64,57.809999999999995,59.05,60.89,75.42,-147106,-218139,-42659,199099,-69721
3.57,40514,1.37,2.46,4.65,6.55,52.949999999999996,56.919999999999995,58.01,59.17999999999999,60.419999999999995,62.26,-173503,-9373,-123028,-30494,-85862
18.28,63354,3.57,4.9399999999999995,6.029999999999999,8.22,10.12,56.519999999999996,60.489999999999995,61.58,62.74999999999999,63.989999999999995,-183400,103826,-91027,-94579,-59994
21.25,39831,18.28,21.85,23.22,24.310000000000002,26.5,28.4,74.8,78.77,79.86,81.03,-85229,213110,26556,7845,44784
1.12,44814,21.25,39.53,43.1,44.47,45.56,47.75,49.65,96.05,100.02,101.11,-22681,-188591,253878,58930,142989
7.47,27607,1.12,22.37,40.65,44.22,45.589999999999996,46.68,48.87,50.769999999999996,97.17,101.14,-98448,-207967,248900,49801,74659
3.4,58932,7.47,8.59,29.84,48.12,51.69,53.059999999999995,54.15,56.339999999999996,58.239999999999995,104.64,-40865,-117280,103981,134475,40768
21.15,57891,3.4,10.87,11.99,33.24,51.519999999999996,55.089999999999996,56.459999999999994,57.55,59.739999999999995,61.63999999999999,-60052,33967,43170,137749,18825
4.86,42814,21.15,24.549999999999997,32.019999999999996,33.14,54.39,72.66999999999999,76.24,77.60999999999999,78.69999999999999,80.88999999999999,15933,252261,122916,115071,110054
8.54,51723,4.86,26.009999999999998,29.409999999999997,36.879999999999995,38.0,59.25,77.52999999999999,81.1,82.46999999999998,83.55999999999999,53855,127426,150358,91428,99942
2.8,46022,8.54,13.399999999999999,34.55,37.949999999999996,45.419999999999995,46.54,67.78999999999999,86.07,89.63999999999999,91.00999999999999,131426,163957,236541,186740,123650
10.76,65628,2.8,11.34,16.2,37.349999999999994,40.74999999999999,48.21999999999999,49.339999999999996,70.58999999999999,88.86999999999999,92.43999999999998,76910,118987,277939,143464,69161
10.85,52629,10.76,13.559999999999999,22.1,26.96,48.10999999999999,51.50999999999999,58.97999999999999,60.099999999999994,81.35,99.63,153582,304501,315483,177734,105131
1.01,57083,10.85,21.61,24.409999999999997,32.95,37.81,58.959999999999994,62.35999999999999,69.82999999999998,70.94999999999999,92.19999999999999,139958,279993,286013,170942,94256
1.07,24788,1.01,11.86,22.62,25.419999999999998,33.96,38.82,59.96999999999999,63.36999999999999,70.83999999999999,71.96,87610,307572,179978,88550,45028
1.31,32912,7.47,8.54,9.55,20.4,31.16,33.96,42.5,47.36,68.50999999999999,71.90999999999998,106258,375516,186904,43440,-58341
1.16,27807,1.31,8.78,9.85,10.860000000000001,21.709999999999997,32.47,35.27,43.81,48.67,69.82,127832,310877,133652,-44082,-27501
6.47,40636,1.16,2.4699999999999998,9.94,11.01,12.020000000000001,22.869999999999997,33.629999999999995,36.43,44.97,49.83,148164,226614,60460,-110482,-29271
1.17,53697,6.47,7.63,8.94,16.41,17.48,18.490000000000002,29.339999999999996,40.099999999999994,42.9,51.44,255048,278004,106824,18274,19862
3.59,25993,1.17,7.64,8.8,10.11,17.58,18.65,19.660000000000004,30.509999999999998,41.269999999999996,44.07,221483,215086,2760,-10285,-7242
2.31,29084,3.59,4.76,11.23,12.39,13.7,21.169999999999998,22.24,23.250000000000004,34.099999999999994,44.86,113724,173586,3868,-39572,12569
1.15,31251,2.31,5.9,7.07,13.540000000000001,14.700000000000001,16.009999999999998,23.479999999999997,24.549999999999997,25.560000000000002,36.41,142042,145782,-62714,-18632,-64407
3.5,30541,1.15,3.46,7.050000000000001,8.22,14.690000000000001,15.850000000000001,17.159999999999997,24.629999999999995,25.699999999999996,26.71,69066,135761,-130977,-20495,-39481
1.11,40225,3.5,4.65,6.96,10.55,11.72,18.19,19.35,20.659999999999997,28.129999999999995,29.199999999999996,-14753,132030,-69555,-87829,-28395
1.06,88708,1.11,4.61,5.760000000000001,8.07,11.66,12.83,19.3,20.46,21.769999999999996,29.239999999999995,-13518,141714,-82482,-72197,-60807
31.1,80431,1.06,2.17,5.67,6.82,9.13,12.72,13.89,20.36,21.52,22.829999999999995,-94368,74749,-193544,-153972,-120908
1.48,45353,31.1,32.160000000000004,33.27,36.77,37.92,40.230000000000004,43.82,44.99,51.46,52.620000000000005,14844,174497,-81776,-63144,-39722
1.27,47671,1.48,32.58,33.64,34.75,38.25,39.4,41.71,45.3,46.47,52.94,-96116,-3152,-96279,-75784,-43068
3.04,58757,1.27,2.75,33.85,34.910000000000004,36.02,39.52,40.67,42.980000000000004,46.57,47.74,-182138,-84664,-200876,-113047,12530
1.12,46605,3.04,4.3100000000000005,5.79,36.89,37.95,39.06,42.56,43.71,46.02,49.61,-127654,-44754,-129635,-57438,-55101
1.42,63588,1.12,4.16,5.430000000000001,6.91,38.01,39.07,40.18,43.68,44.83,47.14,-181267,-127411,-168501,-14529,-59653
1.1,53305,1.42,2.54,5.58,6.8500000000000005,8.33,39.43,40.49,41.6,45.1,46.25,-198472,-196296,-188743,-125599,-52274
1.87,51823,1.1,2.52,3.64,6.68,7.950000000000001,9.43,40.53,41.59,42.7,46.2,-204127,-257312,-193188,-117404,-103034
1.88,47759,1.87,2.97,4.390000000000001,5.51,8.55,9.82,11.3,42.4,43.46,44.57,-225269,-351324,-224934,-111887,-84828
1.16,83943,1.88,3.75,4.85,6.2700000000000005,7.39,10.43,11.7,13.18,44.28,45.34,-208445,-515944,-214693,-157255,-86757
2.82,66546,2.0,3.16,5.04,6.91,8.01,9.43,10.549999999999999,13.59,14.86,16.34,-248359,-573749,-282852,-157253,-97640
2.23,67908,3.89,6.71,8.71,9.870000000000001,11.75,13.620000000000001,14.72,16.14,17.259999999999998,20.3,-116560,-616364,-98047,13840,111884
1.99,73809,2.23,6.12,8.94,10.940000000000001,12.100000000000001,13.98,15.850000000000001,16.95,18.37,19.49,-124281,-103560,-170567,-13312,57184
1.68,44941,1.99,4.22,8.11,10.93,12.930000000000001,14.090000000000002,15.97,17.84,18.939999999999998,20.36,-43905,-169882,-160160,22712,33900
14.16,57824,1.68,3.67,5.8999999999999995,9.79,12.61,14.610000000000001,15.770000000000001,17.650000000000002,19.52,20.619999999999997,-350825,-196281,-169280,-12027,-123507
2.45,77326,14.16,15.84,17.83,20.06,23.95,26.77,28.770000000000003,29.93,31.810000000000002,33.68,-291708,-82152,-70556,65753,-3023
17.41,46582,1.23,3.68,17.84,19.52,21.509999999999998,23.74,27.63,30.45,32.45,33.61,-801910,-405256,-556766,-543454,-474243
1.64,49205,17.41,18.64,21.09,35.25,36.93,38.92,41.15,45.04,47.86,49.86,-811669,-541621,-441561,-464273,-496126
1.4,71007,1.64,19.05,20.28,22.73,36.89,38.57,40.56,42.79,46.68,49.5,-826842,-665894,-478088,-466061,-527903
4.99,55008,1.4,3.04,20.45,21.68,24.13,38.29,39.97,41.96,44.19,48.08,-888503,-675665,-509049,-574802,-34371
1.56,88479,4.99,6.390000000000001,8.030000000000001,25.439999999999998,26.67,29.119999999999997,43.28,44.96,46.95,49.18,-843192,-641173,-599432,-537767,-45987
48.66,70438,1.56,6.550000000000001,7.950000000000001,9.590000000000002,26.999999999999996,28.23,30.679999999999996,44.84,46.52,48.510000000000005,-884214,-666075,-605174,-61720,-69902
1.24,29142,48.66,50.22,55.209999999999994,56.61,58.25,75.66,76.89,79.33999999999999,93.5,95.18,-559791,-550418,-503564,-39291,39385
97.36,32774,1.24,49.9,51.46,56.449999999999996,57.85,59.49,76.89999999999999,78.13,80.57999999999998,94.74,-497273,-601099,-495845,-29784,-19920
2.23,29166,97.36,98.6,147.26,148.82,153.81,155.21,156.85,174.26,175.49,177.94,-376636,-589746,-481038,93764,121113
2.79,34863,2.23,99.59,100.83,149.48999999999998,151.04999999999998,156.04,157.44,159.07999999999998,176.48999999999998,177.72,-828792,-640201,-477865,59902,53206
7.51,49657,2.79,5.02,102.38000000000001,103.62,152.27999999999997,153.83999999999997,158.82999999999998,160.23,161.86999999999998,179.27999999999997,-808320,-600353,53803,115523,75405
1.29,46786,7.51,10.3,12.53,109.89000000000001,111.13000000000001,159.78999999999996,161.34999999999997,166.33999999999997,167.73999999999998,169.37999999999997,-715811,-598531,47071,86362,31983
2.85,28179,1.29,8.8,11.59,13.82,111.18000000000002,112.42000000000002,161.07999999999996,162.63999999999996,167.62999999999997,169.02999999999997,-632755,-666722,42342,72126,-7696
3.78,50810,2.85,4.140000000000001,11.65,14.44,16.67,114.03000000000002,115.27000000000001,163.92999999999995,165.48999999999995,170.47999999999996,-474174,-726435,72146,-21618,-16028
8.35,37930,3.78,6.63,7.92,15.43,18.22,20.450000000000003,117.81000000000002,119.05000000000001,167.70999999999995,169.26999999999995,-594447,-721873,69658,9756,-23400
2.52,43757,8.35,12.129999999999999,14.98,16.27,23.78,26.57,28.800000000000004,126.16000000000001,127.4,176.05999999999995,-568403,-732360,170256,54733,58012
1.11,48727,2.52,10.87,14.649999999999999,17.5,18.79,26.3,29.09,31.320000000000004,128.68,129.92000000000002,-611231,-730218,98139,11777,65378
2.62,30544,1.11,3.63,11.979999999999999,15.759999999999998,18.61,19.9,27.41,30.2,32.43000000000001,129.79000000000002,-533797,-838298,78284,6158,-11294
7.89,54262,2.62,3.7300000000000004,6.25,14.599999999999998,18.38,21.23,22.52,30.03,32.82,35.050000000000004,-612385,-892378,-16619,4999,-65762
1.51,47262,7.89,10.51,11.620000000000001,14.14,22.49,26.27,29.12,30.41,37.92,40.71,-479140,-786712,33467,23711,-11466
55.36,50227,1.51,9.4,12.02,13.13,15.65,24.0,27.78,30.630000000000003,31.92,39.43,-487361,-801715,-1577,-56310,-4456
2.06,41295,55.36,56.87,64.76,67.38,68.49,71.01,79.36,83.14,85.99000000000001,87.28,-373606,-749122,36313,24536,84915
37.83,35280,2.06,57.42,58.93,66.82000000000001,69.44,70.55,73.07000000000001,81.42,85.2,88.05000000000001,-432879,-743756,56618,50460,15455
2.25,61875,37.83,39.89,95.25,96.75999999999999,104.65,107.27,108.38,110.9,119.25,123.03,-415910,-642524,144371,139372,129920
1.78,82493,2.25,40.08,42.14,97.5,99.00999999999999,106.9,109.52,110.63,113.15,121.5,-475125,-753129,75568,51857,15855
16.54,72425,3.65,5.43,7.68,45.51,47.57,102.93,104.44,112.33000000000001,114.95,116.06,-555615,-729201,4885,-19651,-74108
1.81,53122,16.54,20.189999999999998,21.97,24.22,62.05,64.11,119.47,120.97999999999999,128.87,131.49,-458158,-603940,171644,121184,84782
1.22,62787,1.81,18.349999999999998,21.999999999999996,23.779999999999998,26.029999999999998,63.86,65.92,121.28,122.78999999999999,130.68,-470620,-606381,155020,15648,106414
8.12,30770,1.22,3.0300000000000002,19.569999999999997,23.219999999999995,24.999999999999996,27.249999999999996,65.08,67.14,122.5,124.00999999999999,-520270,-652300,64857,13000,48506
1.74,76280,8.12,9.34,11.149999999999999,27.689999999999998,31.339999999999996,33.12,35.37,73.2,75.26,130.62,-433253,-574967,144266,105112,-31834
1.34,62110,1.74,9.86,11.08,12.889999999999999,29.429999999999996,33.08,34.86,37.11,74.94,77.0,-477067,-551816,3762,23413,-66343
1.47,66882,1.34,3.08,11.2,12.42,14.229999999999999,30.769999999999996,34.42,36.2,38.45,76.28,-509358,-683855,-21875,-143059,-71277
3.45,48436,1.47,2.81,4.55,12.67,13.89,15.7,32.239999999999995,35.89,37.67,39.92,-693953,-690801,-144556,-160204,-158902
7.28,45753,6.9,10.350000000000001,11.82,13.16,14.9,23.020000000000003,24.240000000000002,26.049999999999997,42.589999999999996,46.24,-632792,-588038,34603,-70509,40716
1,40809,7.28,14.18,17.630000000000003,19.1,20.44,22.18,30.300000000000004,31.520000000000003,33.33,49.87,-611541,-484130,76570,53157,147018
3.77,56996,2.1,3.1,10.38,17.28,20.730000000000004,22.200000000000003,23.540000000000003,25.28,33.400000000000006,34.620000000000005,-724677,-467365,-54172,106032,17639
1.33,66310,3.77,5.87,6.87,14.15,21.05,24.500000000000004,25.970000000000002,27.310000000000002,29.05,37.17000000000001,-758266,-406942,20424,118081,-7640
1.19,50283,1.33,5.1,7.2,8.2,15.48,22.380000000000003,25.830000000000005,27.300000000000004,28.64,30.380000000000003,-955757,-439813,-79539,-9030,-26846
1.13,42648,1.19,2.52,6.289999999999999,8.39,9.389999999999999,16.67,23.570000000000004,27.020000000000007,28.490000000000006,29.830000000000002,-970523,-404814,-50399,-103556,-62570
1.1,59279,3.86,5.9399999999999995,7.32,13.69,15.299999999999999,22.0,23.049999999999997,25.36,26.5,28.479999999999997,-997908,-248786,-36072,76825,27178
2.55,47519,4.06,5.16,9.02,11.099999999999998,12.48,18.849999999999998,20.459999999999997,27.16,28.209999999999997,30.52,-980007,-337483,56178,-7062,4848
1.16,43622,50.64,53.12,54.37,55.44,57.99,62.05,63.15,67.01,69.09,70.47,-896236,-289855,56214,63276,123171
1.28,63967,1.16,51.8,54.279999999999994,55.529999999999994,56.599999999999994,59.15,63.209999999999994,64.31,68.17,70.25,-940212,-287912,25792,41386,183509
5.32,90318,1.28,2.44,53.08,55.559999999999995,56.809999999999995,57.879999999999995,60.43,64.49,65.59,69.45,-949807,-374840,-18163,36884,30586
1,97540,5.32,6.6000000000000005,7.76,58.4,60.879999999999995,62.129999999999995,63.199999999999996,65.75,69.81,70.91,-770877,-219061,33487,227267,4451
34.26,90749,1.0,6.32,7.6000000000000005,8.76,59.4,61.879999999999995,63.129999999999995,64.19999999999999,66.75,70.81,-954272,-270417,-5572,23784,-53782
1.27,56464,6.12,40.379999999999995,41.379999999999995,46.699999999999996,47.98,49.13999999999999,99.78,102.25999999999999,103.50999999999999,104.57999999999998,-701206,-64296,167345,125959,82201
1.64,49983,1.27,7.390000000000001,41.65,42.65,47.97,49.25,50.41,101.05,103.52999999999999,104.77999999999999,-770695,-182657,158558,121674,128476
1.13,55740,1.64,2.91,9.030000000000001,43.29,44.29,49.61,50.89,52.05,102.69,105.16999999999999,-747410,-263280,236205,8938,12397
9.44,59120,1.13,2.7699999999999996,4.04,10.16,44.42,45.42,50.74,52.02,53.18,103.82,-774876,-275152,77581,53797,-125944
3.2,38411,9.03,10.03,19.47,20.6,22.24,23.509999999999998,29.630000000000003,63.89,64.89,70.21,-534405,-94592,200709,79035,153714
3.52,46655,3.2,12.23,13.23,22.669999999999998,23.8,25.439999999999998,26.709999999999997,32.830000000000005,67.09,68.09,-457112,-52298,116364,107426,79514
1.04,62334,3.52,6.720000000000001,15.75,16.75,26.189999999999998,27.32,28.959999999999997,30.229999999999997,36.35000000000001,70.61,-468729,-32789,202691,148894,192409
1.82,65144,1.04,4.5600000000000005,7.760000000000001,16.79,17.79,27.229999999999997,28.36,29.999999999999996,31.269999999999996,37.39000000000001,-519178,-101343,46569,6260,-66861
1.14,88867,1.82,2.8600000000000003,6.380000000000001,9.58,18.61,19.61,29.049999999999997,30.18,31.819999999999997,33.089999999999996,-696505,-148551,-93346,76113,-127509
8.97,69799,3.58,4.72,6.54,7.58,11.100000000000001,14.3,23.33,24.33,33.769999999999996,34.9,-662928,-231154,-75678,-183104,-109850
